City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
33,East London,ZA,2022-05-25 02:27:01,-33.0153,27.9116,61.65,79,64,6.33
34,Barrow,US,2022-05-25 02:27:02,71.2906,-156.7887,28.42,93,100,5.75
35,Georgetown,MY,2022-05-25 02:27:02,5.4112,100.3354,89.53,79,20,2.3
36,Te Anau,NZ,2022-05-25 02:27:04,-45.4167,167.7167,48.56,81,99,4.36
37,Srednekolymsk,RU,2022-05-25 02:27:05,67.45,153.6833,61.07,29,16,8.37
38,Chimbote,PE,2022-05-25 02:24:50,-9.0853,-78.5783,62.62,89,20,6.8
39,Punta Arenas,CL,2022-05-25 02:27:06,-53.15,-70.9167,37.51,81,20,31.07
40,Vaini,TO,2022-05-25 02:27:07,-21.2,-175.2,82.56,78,40,6.91
41,Shagonar,RU,2022-05-25 02:27:08,51.5333,92.8,67.46,46,30,2.51
42,Alofi,NU,2022-05-25 02:27:08,-19.0595,-169.9187,82.29,74,75,10.36
43,Wewak,PG,2022-05-25 02:27:09,-3.5534,143.6268,85.53,69,66,6.13
44,Lianran,CN,2022-05-25 02:27:09,24.9227,102.485,68.54,78,91,3.71
45,Saskylakh,RU,2022-05-25 02:27:10,71.9167,114.0833,30.52,91,100,11.25
46,Hermanus,ZA,2022-05-25 02:27:11,-34.4187,19.2345,60.49,86,100,10.18
47,Mahebourg,MU,2022-05-25 02:28:12,-20.4081,57.7,70.25,94,40,3.44
48,Ostrovnoy,RU,2022-05-25 02:28:12,68.0531,39.5131,32.7,87,100,9.15
49,Kodiak,US,2022-05-25 02:28:13,57.79,-152.4072,47.71,81,100,8.05
50,Luau,AO,2022-05-25 02:28:15,-10.7073,22.2247,53.08,47,97,5.12
51,Axim,GH,2022-05-25 02:28:16,4.8699,-2.2405,78.3,83,100,6.44
52,Kinel-Cherkassy,RU,2022-05-25 02:28:16,53.4706,51.4743,46.65,78,30,4.05
53,Qaanaaq,GL,2022-05-25 02:28:17,77.484,-69.3632,21.04,83,55,3.94
54,Khatanga,RU,2022-05-25 02:28:18,71.9667,102.5,33.31,78,100,2.44
55,Taoudenni,ML,2022-05-25 02:28:18,22.6783,-3.9836,90.79,10,0,5.73
56,Keshorai Patan,IN,2022-05-25 02:28:19,25.3,75.9333,90.72,30,0,15.12
57,Asau,RO,2022-05-25 02:28:20,46.4333,26.4,51.28,90,46,3.44
58,Pangkalanbuun,ID,2022-05-25 02:28:20,-2.6833,111.6167,83.89,86,99,2.71
59,Bluff,NZ,2022-05-25 02:28:21,-46.6,168.3333,48.79,72,99,18.25
60,Cape Town,ZA,2022-05-25 02:23:45,-33.9258,18.4232,60.28,93,75,3.44
61,Liku,ID,2022-05-25 02:28:22,-0.7275,119.8922,88.54,56,75,0.38
62,San Fernando,PH,2022-05-25 02:28:23,15.0286,120.6898,89.33,56,100,5.35
63,Impfondo,CG,2022-05-25 02:28:24,1.6381,18.0667,69.39,89,100,1.16
64,Lorengau,PG,2022-05-25 02:28:25,-2.0226,147.2712,85.33,67,74,7.63
65,Puerto Ayora,EC,2022-05-25 02:28:27,-0.7393,-90.3518,72.55,95,80,7.0
66,Bonavista,CA,2022-05-25 02:24:31,48.6499,-53.1147,37.58,70,1,10.11
67,Oktyabrskoye,RU,2022-05-25 02:28:28,43.0645,44.7417,48.34,93,100,4.47
68,Pekan,MY,2022-05-25 02:28:29,3.4836,103.3996,82.51,83,100,4.99
69,Nanortalik,GL,2022-05-25 02:28:30,60.1432,-45.2371,32.04,69,2,31.16
70,Tezu,IN,2022-05-25 02:28:30,27.9167,96.1667,79.65,79,99,0.18
71,Lebu,CL,2022-05-25 02:28:31,-37.6167,-73.65,47.86,86,19,3.51
72,Carnarvon,AU,2022-05-25 02:28:32,-24.8667,113.6333,70.75,58,65,10.07
73,Sept-Iles,CA,2022-05-25 02:28:33,50.2001,-66.3821,45.12,65,20,2.3
74,Yellowknife,CA,2022-05-25 02:28:33,62.456,-114.3525,48.72,31,20,9.22
75,Atbasar,KZ,2022-05-25 02:28:34,51.8,68.3333,64.76,42,100,10.11
76,Clonakilty,IE,2022-05-25 02:28:35,51.6231,-8.8706,52.09,91,100,22.86
77,Bethel,US,2022-05-25 02:24:16,41.3712,-73.414,57.36,71,0,4.61
78,Leningradskiy,RU,2022-05-25 02:28:36,69.3833,178.4167,49.35,64,100,8.61
79,Rawson,AR,2022-05-25 02:28:37,-43.3002,-65.1023,42.76,46,6,12.48
80,Jamestown,US,2022-05-25 02:28:39,42.097,-79.2353,56.95,87,0,4.61
81,Hithadhoo,MV,2022-05-25 02:28:40,-0.6,73.0833,82.45,69,7,1.54
82,Surgut,RU,2022-05-25 02:28:40,61.25,73.4167,59.18,76,0,11.18
83,Belaya Gora,RU,2022-05-25 02:28:41,68.5333,146.4167,53.71,48,58,13.51
84,Comodoro Rivadavia,AR,2022-05-25 02:28:43,-45.8667,-67.5,39.06,48,0,11.5
85,Noumea,NC,2022-05-25 02:27:16,-22.2763,166.4572,84.18,99,54,1.95
86,Kahului,US,2022-05-25 02:25:42,20.8947,-156.47,78.82,70,40,18.41
87,Saint-Philippe,RE,2022-05-25 02:28:44,-21.3585,55.7679,67.59,78,57,9.19
88,Wenling,CN,2022-05-25 02:28:45,28.3669,121.36,73.71,81,37,5.5
89,Chicama,PE,2022-05-25 02:28:46,-7.8447,-79.1469,59.54,84,25,6.53
90,Avarua,CK,2022-05-25 02:28:47,-21.2078,-159.775,82.45,74,20,5.75
91,Nikolskoye,RU,2022-05-25 02:28:48,59.7035,30.7861,41.88,90,0,0.94
92,Airai,TL,2022-05-25 02:29:49,-8.9266,125.4092,71.8,66,93,3.8
93,Cabo San Lucas,MX,2022-05-25 02:25:00,22.8909,-109.9124,76.3,54,0,7.0
94,Bambous Virieux,MU,2022-05-25 02:29:49,-20.3428,57.7575,70.21,94,40,3.44
95,Mar Del Plata,AR,2022-05-25 02:29:50,-38.0023,-57.5575,44.1,92,96,3.44
96,Upernavik,GL,2022-05-25 02:29:51,72.7868,-56.1549,20.46,64,100,8.99
97,Norman Wells,CA,2022-05-25 02:29:52,65.282,-126.8329,57.24,35,75,14.97
98,Atambua,ID,2022-05-25 02:29:52,-9.1061,124.8925,83.53,62,78,1.36
99,San Angelo,US,2022-05-25 02:25:17,31.4638,-100.437,62.82,90,100,8.01
100,Kajaani,FI,2022-05-25 02:29:53,64.2273,27.7285,46.45,49,0,6.91
101,Vardo,NO,2022-05-25 02:29:54,70.3705,31.1107,39.18,87,100,13.8
102,Atuona,PF,2022-05-25 02:29:55,-9.8,-139.0333,77.86,78,18,15.01
103,Lazaro Cardenas,MX,2022-05-25 02:29:56,17.9583,-102.2,77.47,79,36,7.18
104,Luis Gil Perez,MX,2022-05-25 02:29:57,17.8667,-93.05,84.16,58,88,7.43
105,Suna,RU,2022-05-25 02:29:58,57.8338,50.0588,36.3,91,97,0.83
106,Port Elizabeth,ZA,2022-05-25 02:29:58,-33.918,25.5701,61.09,82,0,12.66
107,Caravelas,BR,2022-05-25 02:29:36,-17.7125,-39.2481,70.7,85,42,7.74
108,Moussoro,TD,2022-05-25 02:30:00,13.6408,16.4901,84.04,9,92,4.56
109,Ulundi,ZA,2022-05-25 02:30:01,-28.3352,31.4162,57.6,64,5,3.4
