City_ID,City,Country,Max Temp,Current Conditions,Lat,Lng,Hotel Name
557,West Wendover,US,75.9,clear sky,40.7391,-114.0733,
559,Ormara,PK,82.44,scattered clouds,25.2088,64.6357,
560,Natchez,US,80.82,scattered clouds,31.5604,-91.4032,
561,Cochabamba,BO,76.75,few clouds,-17.3895,-66.1568,
562,Mumford,GH,75.11,few clouds,5.2618,-0.759,
564,Wenling,CN,70.21,broken clouds,28.3669,121.36,
568,Darnah,LY,78.06,clear sky,32.767,22.6367,
569,Caceres,ES,81.97,clear sky,39.522,-6.3748,
577,Cabedelo,BR,79.47,scattered clouds,-6.9811,-34.8339,
582,Mirabad,AF,84.94,clear sky,30.4362,61.8383,
583,Puerto Leguizamo,CO,73.36,overcast clouds,-0.1934,-74.7819,
586,Tarragona,ES,80.38,scattered clouds,41.129,1.249,
592,Luau,AO,73.51,clear sky,-10.7073,22.2247,
595,Tambacounda,SN,76.1,light rain,13.7539,-13.7586,
597,Lunenburg,CA,78.06,clear sky,44.3835,-64.3155,
600,Mayumba,GA,74.28,overcast clouds,-3.432,10.6554,
606,Sao Jose Da Coroa Grande,BR,74.79,scattered clouds,-8.8978,-35.1478,
617,Misratah,LY,82.87,clear sky,32.3754,15.0925,
620,Lingao,CN,77.4,overcast clouds,19.9103,109.6859,
626,Khash,IR,77.54,clear sky,28.2211,61.2158,
627,Sorong,ID,76.68,overcast clouds,-0.8833,131.25,
628,Bandar,ID,71.13,overcast clouds,2.05,99.75,
630,Liberia,LR,71.91,light rain,6.5,-9.5,
631,Harper,LR,75.76,scattered clouds,4.375,-7.7169,
632,Dubuque,US,71.67,overcast clouds,42.4833,-90.8668,
633,Nago,JP,80.46,overcast clouds,26.5881,127.9761,
638,Athmallik,IN,76.75,overcast clouds,20.7219,84.5348,
639,Joaquim Gomes,BR,71.85,scattered clouds,-9.1373,-35.7519,
641,Parrita,CR,82.24,overcast clouds,9.5201,-84.3225,
646,Nieves,PH,74.84,broken clouds,15.3274,120.9485,
649,Calama,CL,70.9,clear sky,-22.4667,-68.9333,
650,Ouesso,CG,71.1,few clouds,1.6136,16.0517,
651,Cortes,ES,82.45,scattered clouds,41.9395,-1.4396,
652,Alyangula,AU,74.46,overcast clouds,-13.8483,136.4192,
654,Vila Velha,BR,76.57,scattered clouds,-20.3297,-40.2925,
659,Acarau,BR,81.21,clear sky,-2.8856,-40.12,
660,Shimoda,JP,70.11,clear sky,34.6667,138.95,
661,Mporokoso,ZM,71.37,broken clouds,-9.3727,30.125,
662,Bloomington,US,74.71,scattered clouds,44.8408,-93.2983,
672,Quelimane,MZ,72.73,clear sky,-17.8786,36.8883,
